ClienteID;Edad;GeneroID;Ingresos;FrecuenciaID;Frecuencia;TiposCocinaID;TiposCocina;MomentoDelDiaID;MomentoDelDia;CantidadPorGrupo;OcasionID;Ocasión;Fidelidad;Fecha;GastoProm;InTakeAwayID;ReservaOnline;DeliveryOrden;TiempoEspera;RatingServicio;RatingComida;RatingAmbiente;RatingAlto
427;37;0;71616;3;Daily;4;Italian;1;Lunch;2;2;Celebration;1;17/7/2023;184;0;1;0;37;4;4;4;1
428;45;0;71243;2;Weekly;3;Mexican;0;Breakfast;7;0;Business;1;17/7/2023;58;0;0;0;3;3;1;4;0
429;57;1;133991;2;Weekly;0;American;1;Lunch;7;1;Casual;0;17/7/2023;102;0;1;1;50;3;5;2;0
430;47;0;95530;0;Rarely;3;Mexican;0;Breakfast;4;2;Celebration;0;17/7/2023;68;1;0;0;38;4;2;4;0
431;25;0;94123;2;Weekly;0;American;0;Breakfast;6;2;Celebration;1;17/7/2023;127;1;0;1;10;4;4;2;1
432;21;0;65952;2;Weekly;3;Mexican;0;Breakfast;4;0;Business;1;17/7/2023;100;1;0;0;7;2;5;1;0
433;28;1;140284;3;Daily;1;Indian;2;Dinner;8;0;Business;0;17/7/2023;149;0;0;1;1;1;1;5;0
434;36;0;145234;1;Monthly;2;Chinese;2;Dinner;5;1;Casual;1;17/7/2023;190;1;1;1;12;5;5;1;1
435;31;0;120134;1;Monthly;4;Italian;0;Breakfast;1;2;Celebration;0;17/7/2023;104;0;1;1;30;3;1;2;0
436;55;0;122958;2;Weekly;2;Chinese;1;Lunch;4;0;Business;0;17/7/2023;98;0;0;0;32;4;4;1;0
437;42;1;20864;1;Monthly;2;Chinese;1;Lunch;5;0;Business;0;17/7/2023;31;1;0;0;11;1;3;1;0
438;55;0;125245;0;Rarely;2;Chinese;2;Dinner;5;1;Casual;0;17/7/2023;115;0;1;1;51;5;5;4;0
439;56;1;48734;0;Rarely;1;Indian;2;Dinner;8;1;Casual;1;17/7/2023;16;1;0;0;39;5;2;5;0
440;19;1;133974;2;Weekly;2;Chinese;2;Dinner;4;1;Casual;0;17/7/2023;154;1;0;0;34;3;1;2;0
441;47;1;60541;1;Monthly;2;Chinese;0;Breakfast;8;1;Casual;1;17/7/2023;118;0;1;1;19;5;1;1;0
442;39;0;41740;0;Rarely;4;Italian;1;Lunch;4;1;Casual;0;17/7/2023;152;0;0;1;12;1;2;4;0
443;41;1;20437;1;Monthly;3;Mexican;0;Breakfast;2;2;Celebration;1;17/7/2023;97;0;0;1;9;1;1;1;0
444;48;1;70837;1;Monthly;3;Mexican;0;Breakfast;3;0;Business;1;17/7/2023;19;1;1;0;42;5;1;2;0
445;58;1;48478;0;Rarely;0;American;1;Lunch;4;2;Celebration;0;17/7/2023;193;0;0;1;52;3;3;5;0
446;21;1;90253;1;Monthly;1;Indian;1;Lunch;9;2;Celebration;0;17/7/2023;32;0;0;1;9;3;1;1;0
447;39;1;88776;2;Weekly;2;Chinese;0;Breakfast;4;1;Casual;0;17/7/2023;87;1;0;1;22;4;5;3;1
448;45;0;62363;2;Weekly;2;Chinese;0;Breakfast;2;0;Business;1;17/7/2023;172;1;0;1;2;1;3;3;0
449;32;1;124333;1;Monthly;3;Mexican;0;Breakfast;9;0;Business;0;17/7/2023;200;1;1;1;12;2;1;1;0
450;69;0;71823;1;Monthly;4;Italian;1;Lunch;2;1;Casual;0;17/7/2023;100;1;1;1;58;4;3;5;0
451;36;0;81870;2;Weekly;0;American;1;Lunch;3;0;Business;1;17/7/2023;103;0;1;0;11;1;1;2;0
452;58;1;120168;3;Daily;1;Indian;0;Breakfast;5;1;Casual;1;17/7/2023;69;0;1;1;26;3;2;3;0
453;69;1;145251;0;Rarely;1;Indian;2;Dinner;9;2;Celebration;0;18/7/2023;195;1;0;0;9;5;4;2;0
454;34;1;144501;2;Weekly;1;Indian;1;Lunch;1;2;Celebration;1;18/7/2023;183;0;0;0;53;5;2;2;0
455;37;1;28128;2;Weekly;2;Chinese;0;Breakfast;7;0;Business;0;18/7/2023;35;1;1;1;16;1;5;1;0
456;47;0;80952;0;Rarely;1;Indian;2;Dinner;8;1;Casual;0;18/7/2023;101;1;0;1;4;3;2;3;0
457;44;1;38973;0;Rarely;4;Italian;2;Dinner;4;0;Business;0;18/7/2023;135;1;0;0;45;5;1;4;0
458;32;0;70688;1;Monthly;3;Mexican;1;Lunch;9;2;Celebration;1;18/7/2023;151;1;1;1;1;4;4;5;1
459;19;0;35961;0;Rarely;4;Italian;0;Breakfast;7;0;Business;0;18/7/2023;185;0;0;0;39;3;1;1;0
460;58;1;24600;1;Monthly;0;American;2;Dinner;8;0;Business;0;18/7/2023;137;1;0;0;39;4;5;4;0
461;68;1;47270;2;Weekly;2;Chinese;1;Lunch;7;0;Business;0;18/7/2023;147;1;1;0;13;4;3;1;0
462;37;1;149652;3;Daily;2;Chinese;0;Breakfast;4;1;Casual;1;18/7/2023;179;1;0;0;22;2;3;4;0
463;22;1;77107;2;Weekly;1;Indian;1;Lunch;1;1;Casual;1;18/7/2023;62;1;1;1;37;5;1;5;1
464;25;1;140159;0;Rarely;2;Chinese;2;Dinner;2;2;Celebration;0;18/7/2023;54;0;1;0;58;1;2;5;0
465;52;0;132576;2;Weekly;4;Italian;0;Breakfast;8;0;Business;1;18/7/2023;27;1;0;1;13;4;4;2;0
466;59;0;23400;2;Weekly;1;Indian;1;Lunch;9;0;Business;1;18/7/2023;76;0;1;0;59;5;5;5;0
467;52;0;102238;1;Monthly;1;Indian;0;Breakfast;8;2;Celebration;1;18/7/2023;139;1;1;0;33;3;1;2;0
468;35;0;144479;1;Monthly;2;Chinese;0;Breakfast;7;1;Casual;1;18/7/2023;67;1;0;0;0;3;4;5;0
469;42;0;52609;2;Weekly;2;Chinese;0;Breakfast;5;1;Casual;0;18/7/2023;70;1;0;1;13;2;4;5;0
470;25;0;66790;0;Rarely;2;Chinese;2;Dinner;1;1;Casual;1;18/7/2023;31;1;1;1;9;5;1;2;0
471;22;0;45151;2;Weekly;1;Indian;2;Dinner;1;1;Casual;0;18/7/2023;135;0;0;1;32;4;2;5;0
472;53;0;59341;2;Weekly;3;Mexican;2;Dinner;7;2;Celebration;0;18/7/2023;49;0;1;0;41;5;4;4;0
473;35;0;134469;1;Monthly;4;Italian;0;Breakfast;5;0;Business;1;18/7/2023;78;1;0;0;46;4;1;2;0
474;68;1;109615;2;Weekly;2;Chinese;1;Lunch;6;2;Celebration;0;18/7/2023;188;0;0;1;51;3;4;1;0
475;64;1;121256;3;Daily;2;Chinese;2;Dinner;2;2;Celebration;1;18/7/2023;87;1;0;1;53;2;4;5;1
476;22;1;130829;0;Rarely;3;Mexican;0;Breakfast;5;2;Celebration;0;18/7/2023;157;0;0;1;26;2;3;4;0
477;62;0;84236;2;Weekly;2;Chinese;1;Lunch;2;1;Casual;0;18/7/2023;165;1;0;0;32;1;3;5;0
478;62;0;42102;0;Rarely;2;Chinese;1;Lunch;3;1;Casual;0;18/7/2023;62;0;0;0;27;2;5;2;0
479;39;0;40620;1;Monthly;3;Mexican;0;Breakfast;8;1;Casual;0;18/7/2023;27;1;0;0;47;2;1;1;0
480;69;1;130997;2;Weekly;1;Indian;0;Breakfast;4;0;Business;1;18/7/2023;51;0;1;0;9;1;1;1;0
481;35;1;29465;2;Weekly;1;Indian;2;Dinner;5;2;Celebration;0;18/7/2023;120;1;0;0;35;2;4;1;0
482;61;0;89285;3;Daily;2;Chinese;1;Lunch;5;0;Business;0;18/7/2023;66;0;1;0;32;4;1;1;0
483;64;0;111906;1;Monthly;3;Mexican;2;Dinner;6;1;Casual;0;18/7/2023;143;1;1;0;5;1;5;5;0
484;23;0;110100;2;Weekly;3;Mexican;2;Dinner;1;1;Casual;1;18/7/2023;110;1;0;0;49;3;1;2;0
485;50;1;83461;2;Weekly;2;Chinese;0;Breakfast;5;1;Casual;1;18/7/2023;169;0;0;1;20;2;5;5;0
486;53;0;112898;1;Monthly;0;American;2;Dinner;9;1;Casual;0;18/7/2023;35;1;1;0;12;4;2;4;0
487;46;0;85346;3;Daily;0;American;2;Dinner;1;2;Celebration;1;18/7/2023;123;1;0;0;20;1;1;1;0
488;21;1;53483;1;Monthly;1;Indian;2;Dinner;2;2;Celebration;1;19/7/2023;49;1;0;1;16;2;1;1;0
489;23;0;131676;2;Weekly;2;Chinese;1;Lunch;2;1;Casual;1;19/7/2023;165;0;1;0;35;2;3;3;0
490;52;0;44722;1;Monthly;3;Mexican;2;Dinner;2;1;Casual;0;19/7/2023;84;1;1;0;44;4;4;5;0
491;64;0;36143;1;Monthly;2;Chinese;0;Breakfast;4;1;Casual;1;19/7/2023;121;1;0;1;19;3;5;4;0
492;65;1;45416;2;Weekly;4;Italian;0;Breakfast;1;2;Celebration;0;19/7/2023;120;0;1;0;9;2;3;5;0
493;56;0;142339;2;Weekly;1;Indian;2;Dinner;9;0;Business;0;19/7/2023;70;0;0;0;33;5;3;2;0
494;40;0;58731;3;Daily;0;American;2;Dinner;7;1;Casual;0;19/7/2023;34;1;0;0;8;2;4;5;0
495;53;0;111904;1;Monthly;2;Chinese;0;Breakfast;4;2;Celebration;1;19/7/2023;100;0;1;0;28;4;4;2;1
496;19;0;45917;2;Weekly;0;American;1;Lunch;6;0;Business;1;19/7/2023;186;0;1;0;48;1;1;2;0
497;69;0;110795;2;Weekly;3;Mexican;0;Breakfast;6;0;Business;1;19/7/2023;136;0;1;0;36;2;4;5;0
498;62;1;129492;1;Monthly;2;Chinese;2;Dinner;8;2;Celebration;0;19/7/2023;106;1;0;1;12;2;4;5;0
499;43;1;125084;2;Weekly;2;Chinese;1;Lunch;8;0;Business;1;19/7/2023;48;0;0;1;30;4;4;1;0
500;36;0;84825;2;Weekly;4;Italian;1;Lunch;5;0;Business;0;19/7/2023;161;1;1;0;14;5;1;2;0
501;33;0;132816;1;Monthly;0;American;1;Lunch;3;0;Business;0;19/7/2023;114;0;0;0;32;3;2;1;0
502;58;0;56610;2;Weekly;4;Italian;1;Lunch;8;1;Casual;1;19/7/2023;182;1;0;0;15;4;1;4;0
503;53;1;97419;0;Rarely;0;American;2;Dinner;6;0;Business;0;19/7/2023;50;1;0;0;28;2;2;1;0
504;33;1;105342;2;Weekly;1;Indian;1;Lunch;5;0;Business;0;19/7/2023;178;0;0;0;39;4;4;5;0
505;37;1;68262;1;Monthly;4;Italian;0;Breakfast;8;1;Casual;1;19/7/2023;46;0;0;0;31;1;3;2;0
506;67;1;27263;0;Rarely;4;Italian;1;Lunch;4;0;Business;1;19/7/2023;111;0;0;1;0;4;1;2;0
507;20;0;68777;0;Rarely;2;Chinese;0;Breakfast;5;0;Business;0;19/7/2023;92;1;0;0;39;1;4;4;0
508;46;0;54557;2;Weekly;1;Indian;2;Dinner;5;2;Celebration;1;19/7/2023;144;1;0;1;53;1;1;1;0
509;66;1;122955;0;Rarely;1;Indian;2;Dinner;7;1;Casual;1;19/7/2023;121;0;0;0;16;4;3;3;0
510;32;1;124959;1;Monthly;3;Mexican;2;Dinner;9;1;Casual;1;19/7/2023;191;0;1;0;44;5;1;5;0
511;64;1;142155;2;Weekly;1;Indian;1;Lunch;2;0;Business;0;19/7/2023;112;0;0;0;45;4;2;3;0
512;62;0;68782;0;Rarely;4;Italian;0;Breakfast;3;1;Casual;1;19/7/2023;66;1;0;1;45;4;4;1;0
513;31;1;43415;1;Monthly;2;Chinese;2;Dinner;3;0;Business;1;19/7/2023;118;1;1;1;44;4;2;3;0
514;29;1;41415;2;Weekly;3;Mexican;2;Dinner;6;2;Celebration;0;19/7/2023;174;1;0;0;46;5;2;3;0
515;39;0;25907;0;Rarely;4;Italian;0;Breakfast;7;0;Business;1;19/7/2023;95;1;1;0;16;3;4;5;0
516;30;0;147370;1;Monthly;1;Indian;2;Dinner;2;0;Business;0;19/7/2023;101;1;0;1;56;4;4;5;0
517;24;1;24277;1;Monthly;1;Indian;1;Lunch;2;1;Casual;0;19/7/2023;20;0;1;0;40;2;1;1;0
518;54;0;114132;2;Weekly;3;Mexican;1;Lunch;1;1;Casual;1;19/7/2023;117;0;0;0;5;3;1;3;0
519;69;1;44257;2;Weekly;0;American;0;Breakfast;7;0;Business;0;19/7/2023;12;0;0;0;59;1;2;1;0
520;33;0;64919;2;Weekly;4;Italian;1;Lunch;5;2;Celebration;0;19/7/2023;153;0;0;1;0;5;4;2;0
521;43;0;94500;1;Monthly;4;Italian;0;Breakfast;4;0;Business;0;19/7/2023;125;1;0;0;54;4;4;2;0
522;63;1;126805;0;Rarely;1;Indian;0;Breakfast;6;0;Business;1;19/7/2023;104;1;1;0;54;4;4;3;0
523;55;1;20150;0;Rarely;3;Mexican;1;Lunch;4;2;Celebration;0;19/7/2023;115;1;1;0;41;3;5;4;0
524;61;1;65860;2;Weekly;0;American;0;Breakfast;1;0;Business;1;20/7/2023;31;1;0;1;48;3;1;3;0
525;66;1;47076;2;Weekly;1;Indian;2;Dinner;7;2;Celebration;1;20/7/2023;45;1;1;0;55;1;5;5;0
526;30;0;130655;0;Rarely;0;American;0;Breakfast;5;0;Business;0;20/7/2023;127;1;1;0;51;1;4;4;0
527;54;1;103918;0;Rarely;4;Italian;0;Breakfast;1;2;Celebration;0;20/7/2023;87;0;0;1;25;4;1;2;0
528;38;0;129523;2;Weekly;3;Mexican;2;Dinner;7;2;Celebration;0;20/7/2023;196;1;0;1;21;1;1;1;0
529;61;0;80076;0;Rarely;4;Italian;0;Breakfast;7;2;Celebration;1;20/7/2023;173;1;0;0;51;2;1;5;0
530;69;0;94601;2;Weekly;2;Chinese;2;Dinner;3;1;Casual;0;20/7/2023;197;0;0;0;30;1;4;3;0
531;18;1;101889;2;Weekly;0;American;0;Breakfast;7;0;Business;0;20/7/2023;96;1;0;0;18;3;3;2;0
532;25;1;53943;0;Rarely;4;Italian;0;Breakfast;1;0;Business;0;20/7/2023;82;1;0;0;60;4;1;3;0
533;37;1;63111;0;Rarely;0;American;1;Lunch;3;1;Casual;0;20/7/2023;149;1;0;1;46;1;4;2;0
534;32;1;103493;0;Rarely;3;Mexican;2;Dinner;2;2;Celebration;1;20/7/2023;45;0;1;1;48;2;2;2;0
535;54;1;149457;1;Monthly;3;Mexican;1;Lunch;2;2;Celebration;0;20/7/2023;40;1;0;1;43;5;2;1;0
536;18;1;39359;2;Weekly;3;Mexican;0;Breakfast;3;0;Business;0;20/7/2023;84;0;0;0;10;4;3;5;0
537;29;0;98984;2;Weekly;3;Mexican;1;Lunch;2;0;Business;0;20/7/2023;97;1;0;0;41;1;4;1;0
538;49;0;89184;2;Weekly;2;Chinese;0;Breakfast;2;0;Business;1;20/7/2023;69;0;0;0;26;1;4;5;0
539;60;1;123147;0;Rarely;0;American;2;Dinner;3;2;Celebration;1;20/7/2023;25;1;1;1;23;2;3;2;0
540;63;0;66271;2;Weekly;2;Chinese;0;Breakfast;7;0;Business;1;20/7/2023;116;0;0;1;36;2;4;2;0
541;61;1;26147;1;Monthly;0;American;2;Dinner;5;0;Business;0;20/7/2023;174;0;0;1;49;3;5;1;0
542;34;1;51451;3;Daily;1;Indian;2;Dinner;9;0;Business;0;20/7/2023;199;1;0;1;32;3;1;4;0
543;40;1;49732;1;Monthly;0;American;2;Dinner;4;1;Casual;0;20/7/2023;120;0;0;0;23;3;3;3;0
544;49;1;66768;2;Weekly;1;Indian;2;Dinner;1;2;Celebration;1;20/7/2023;63;1;0;0;26;3;3;2;0
545;44;1;74120;1;Monthly;4;Italian;0;Breakfast;4;0;Business;1;20/7/2023;109;0;0;1;7;3;1;4;0
546;27;0;32654;1;Monthly;3;Mexican;0;Breakfast;2;1;Casual;0;20/7/2023;16;0;0;0;24;1;5;2;0
547;38;1;24547;3;Daily;0;American;2;Dinner;1;1;Casual;1;20/7/2023;34;1;0;1;51;2;4;4;0
548;31;0;92198;2;Weekly;3;Mexican;2;Dinner;4;0;Business;0;20/7/2023;193;0;1;1;38;2;3;1;0
549;64;1;93229;3;Daily;4;Italian;0;Breakfast;9;0;Business;0;20/7/2023;172;1;0;0;36;5;2;2;0
550;48;0;33065;1;Monthly;3;Mexican;0;Breakfast;1;1;Casual;1;20/7/2023;114;1;0;0;53;1;5;2;0
551;22;0;93822;1;Monthly;2;Chinese;1;Lunch;1;2;Celebration;1;20/7/2023;165;0;0;1;34;3;5;2;0
552;66;1;105149;0;Rarely;3;Mexican;1;Lunch;3;2;Celebration;1;20/7/2023;159;0;0;0;54;1;3;3;0
553;27;1;148712;1;Monthly;1;Indian;0;Breakfast;9;0;Business;0;20/7/2023;116;1;0;1;8;4;4;2;0
554;36;1;41417;1;Monthly;3;Mexican;1;Lunch;3;0;Business;0;20/7/2023;124;1;0;1;20;3;2;1;0
555;51;1;145401;1;Monthly;4;Italian;2;Dinner;1;1;Casual;1;20/7/2023;137;1;0;0;18;5;2;5;0
556;42;1;78302;0;Rarely;0;American;2;Dinner;9;1;Casual;1;21/7/2023;62;0;0;0;50;5;5;1;0
557;53;1;74609;3;Daily;4;Italian;2;Dinner;8;1;Casual;1;21/7/2023;196;0;0;0;35;4;5;3;0
558;67;0;113717;1;Monthly;2;Chinese;2;Dinner;5;0;Business;1;21/7/2023;94;0;0;0;6;1;1;2;0
559;38;1;41126;1;Monthly;4;Italian;0;Breakfast;6;2;Celebration;0;21/7/2023;127;0;1;0;0;1;2;5;0
560;24;1;39498;0;Rarely;3;Mexican;0;Breakfast;5;2;Celebration;0;21/7/2023;81;0;1;1;14;4;4;1;0
561;21;1;140769;2;Weekly;1;Indian;1;Lunch;1;2;Celebration;1;21/7/2023;22;1;0;0;5;4;3;1;0
562;55;1;75552;3;Daily;4;Italian;1;Lunch;7;2;Celebration;1;21/7/2023;51;1;1;1;51;2;5;4;1
563;23;0;72506;2;Weekly;4;Italian;2;Dinner;2;2;Celebration;1;21/7/2023;156;1;0;0;43;2;5;3;0
564;62;0;116124;2;Weekly;0;American;1;Lunch;9;2;Celebration;1;21/7/2023;127;1;1;0;18;3;5;5;1
565;49;0;75161;2;Weekly;1;Indian;1;Lunch;8;0;Business;1;21/7/2023;99;1;1;1;12;4;2;5;1
566;65;1;51043;2;Weekly;3;Mexican;2;Dinner;1;1;Casual;1;21/7/2023;188;1;1;0;57;5;3;4;1
567;46;0;24570;1;Monthly;2;Chinese;1;Lunch;1;2;Celebration;1;21/7/2023;143;1;0;1;23;4;3;5;1
568;30;0;69733;1;Monthly;3;Mexican;1;Lunch;6;0;Business;0;21/7/2023;31;0;1;0;19;5;5;1;0
569;23;0;147385;1;Monthly;4;Italian;1;Lunch;5;0;Business;0;21/7/2023;103;1;0;0;60;5;4;2;0
570;45;0;36351;0;Rarely;4;Italian;1;Lunch;3;1;Casual;0;21/7/2023;31;0;0;0;52;2;3;1;0
571;32;1;149728;1;Monthly;1;Indian;2;Dinner;8;1;Casual;1;21/7/2023;157;0;0;1;33;2;1;1;0
572;30;0;81899;2;Weekly;0;American;2;Dinner;2;0;Business;1;21/7/2023;87;0;0;1;29;5;1;2;0
573;30;1;99128;0;Rarely;4;Italian;2;Dinner;7;1;Casual;0;21/7/2023;69;0;0;0;15;3;5;4;0
574;66;0;74427;1;Monthly;0;American;1;Lunch;5;1;Casual;0;21/7/2023;164;1;0;0;31;3;3;4;0
575;67;0;48404;1;Monthly;3;Mexican;2;Dinner;2;1;Casual;0;21/7/2023;143;0;0;0;16;5;2;3;0
576;25;1;112333;0;Rarely;0;American;0;Breakfast;5;1;Casual;1;21/7/2023;140;1;1;0;11;5;3;5;0
577;58;0;79037;1;Monthly;3;Mexican;1;Lunch;8;2;Celebration;1;21/7/2023;145;0;0;0;34;5;3;4;0
578;49;1;120539;2;Weekly;0;American;0;Breakfast;5;2;Celebration;1;21/7/2023;190;0;0;1;44;3;1;5;0
579;21;0;42065;0;Rarely;0;American;0;Breakfast;2;2;Celebration;1;21/7/2023;95;1;1;1;15;4;2;1;1
580;47;1;68945;2;Weekly;3;Mexican;2;Dinner;6;1;Casual;0;21/7/2023;50;0;0;0;10;3;4;3;0
581;42;1;143716;3;Daily;4;Italian;1;Lunch;7;0;Business;1;21/7/2023;115;0;0;0;8;1;3;4;0
582;36;0;138770;1;Monthly;3;Mexican;0;Breakfast;5;2;Celebration;1;21/7/2023;145;1;1;1;52;4;1;4;1
583;69;1;24313;2;Weekly;4;Italian;1;Lunch;4;0;Business;0;21/7/2023;192;0;0;0;27;1;2;4;0
584;58;1;135183;2;Weekly;3;Mexican;1;Lunch;5;2;Celebration;0;21/7/2023;36;0;0;0;33;3;3;2;0
585;31;1;136693;2;Weekly;2;Chinese;0;Breakfast;5;0;Business;0;21/7/2023;162;0;0;0;28;5;3;3;0
586;48;1;107653;2;Weekly;0;American;2;Dinner;7;2;Celebration;1;21/7/2023;132;0;1;1;26;1;5;4;1
587;58;1;143279;2;Weekly;4;Italian;2;Dinner;8;2;Celebration;1;21/7/2023;167;0;0;1;4;4;5;2;1
588;61;1;82695;0;Rarely;1;Indian;0;Breakfast;6;2;Celebration;1;21/7/2023;198;0;1;1;17;3;2;4;0
589;26;1;88164;1;Monthly;3;Mexican;2;Dinner;7;1;Casual;1;21/7/2023;128;0;0;0;22;4;1;5;0
590;46;1;128569;1;Monthly;0;American;2;Dinner;7;2;Celebration;1;21/7/2023;132;1;1;0;50;2;1;4;0
591;48;0;139175;2;Weekly;4;Italian;1;Lunch;2;2;Celebration;1;21/7/2023;146;1;0;0;36;1;3;1;0
592;19;0;89300;0;Rarely;4;Italian;0;Breakfast;3;0;Business;1;21/7/2023;161;0;0;0;48;2;4;3;0
593;38;1;69568;1;Monthly;0;American;0;Breakfast;6;2;Celebration;0;21/7/2023;33;0;0;0;30;5;5;1;0
594;65;1;31899;1;Monthly;0;American;2;Dinner;2;2;Celebration;0;22/7/2023;146;1;0;0;47;3;2;4;0
595;32;1;102532;2;Weekly;4;Italian;2;Dinner;3;1;Casual;1;22/7/2023;144;1;0;1;48;2;4;5;1
596;20;1;129285;2;Weekly;0;American;2;Dinner;7;1;Casual;1;22/7/2023;135;0;0;0;55;3;4;1;0
597;51;0;132819;2;Weekly;3;Mexican;2;Dinner;8;2;Celebration;1;22/7/2023;164;1;0;0;40;3;5;1;0
598;20;0;50299;1;Monthly;1;Indian;1;Lunch;3;2;Celebration;1;22/7/2023;34;0;1;1;11;1;1;5;0
599;33;0;36674;2;Weekly;4;Italian;0;Breakfast;8;1;Casual;1;22/7/2023;24;0;1;0;28;2;2;2;0
600;52;0;109245;3;Daily;1;Indian;0;Breakfast;4;2;Celebration;0;22/7/2023;69;1;0;1;49;2;5;4;1
601;46;1;144655;0;Rarely;2;Chinese;0;Breakfast;2;1;Casual;1;22/7/2023;137;1;1;1;36;5;5;1;1
602;62;1;95252;3;Daily;2;Chinese;0;Breakfast;6;0;Business;0;22/7/2023;68;1;0;1;35;2;5;1;0
603;62;0;130453;2;Weekly;2;Chinese;1;Lunch;9;2;Celebration;0;22/7/2023;186;0;0;0;9;2;5;3;0
604;19;1;58287;2;Weekly;0;American;0;Breakfast;9;0;Business;1;22/7/2023;72;0;0;1;13;5;4;2;0
605;30;0;54812;2;Weekly;1;Indian;0;Breakfast;9;1;Casual;1;22/7/2023;79;1;1;1;30;5;3;1;1
606;47;0;20731;2;Weekly;4;Italian;0;Breakfast;8;0;Business;1;22/7/2023;147;1;1;0;25;4;1;3;0
607;48;1;92280;3;Daily;1;Indian;1;Lunch;7;1;Casual;1;22/7/2023;77;0;0;1;47;3;1;1;0
608;28;1;84076;2;Weekly;2;Chinese;0;Breakfast;8;2;Celebration;1;22/7/2023;19;1;1;0;36;3;3;3;0
609;54;0;124840;2;Weekly;2;Chinese;0;Breakfast;6;1;Casual;0;22/7/2023;145;0;0;0;22;3;3;4;0
610;41;0;23950;2;Weekly;0;American;2;Dinner;9;2;Celebration;0;22/7/2023;194;1;0;1;57;5;5;5;0
611;52;1;138749;2;Weekly;2;Chinese;1;Lunch;4;2;Celebration;0;22/7/2023;60;1;0;1;43;5;5;1;1
612;24;0;56212;2;Weekly;1;Indian;0;Breakfast;6;0;Business;0;22/7/2023;149;1;0;1;4;5;3;3;0
613;69;0;84762;2;Weekly;2;Chinese;2;Dinner;7;1;Casual;0;22/7/2023;38;0;0;1;33;3;3;3;0
614;64;1;147243;2;Weekly;0;American;0;Breakfast;8;2;Celebration;1;22/7/2023;35;1;1;0;18;4;1;1;0
615;37;1;122112;0;Rarely;0;American;2;Dinner;8;0;Business;0;22/7/2023;69;1;0;0;25;2;3;2;0
616;22;1;124788;2;Weekly;3;Mexican;0;Breakfast;3;2;Celebration;1;22/7/2023;71;0;1;0;53;4;3;3;0
617;39;0;145371;1;Monthly;2;Chinese;2;Dinner;6;2;Celebration;0;22/7/2023;117;0;0;1;39;4;4;2;0
618;53;1;103361;2;Weekly;4;Italian;2;Dinner;7;0;Business;0;22/7/2023;91;0;0;1;21;4;3;5;0
619;30;1;81382;0;Rarely;2;Chinese;0;Breakfast;8;0;Business;1;22/7/2023;66;0;0;0;41;1;1;3;0
620;30;1;113286;2;Weekly;4;Italian;1;Lunch;9;0;Business;1;22/7/2023;93;0;1;1;9;4;4;4;1
621;27;0;41381;2;Weekly;3;Mexican;1;Lunch;1;2;Celebration;1;22/7/2023;152;1;0;0;17;2;3;1;0
622;51;0;42975;3;Daily;3;Mexican;2;Dinner;6;0;Business;1;22/7/2023;169;1;1;0;14;5;4;3;0
623;42;0;39943;2;Weekly;3;Mexican;2;Dinner;7;1;Casual;0;22/7/2023;28;1;1;1;45;1;5;5;0
624;36;0;43326;0;Rarely;3;Mexican;0;Breakfast;1;1;Casual;0;22/7/2023;171;1;0;0;29;3;5;1;0
625;35;1;55454;2;Weekly;1;Indian;0;Breakfast;1;0;Business;1;22/7/2023;129;1;0;1;58;4;3;3;0
626;18;0;21073;1;Monthly;1;Indian;1;Lunch;2;1;Casual;1;22/7/2023;83;1;1;1;24;5;1;5;1
627;64;0;127760;2;Weekly;4;Italian;1;Lunch;7;0;Business;1;22/7/2023;157;1;0;1;25;1;4;2;0
628;33;0;136837;1;Monthly;3;Mexican;1;Lunch;7;2;Celebration;0;22/7/2023;153;0;1;0;41;1;5;5;0
629;39;0;147882;1;Monthly;0;American;0;Breakfast;3;1;Casual;1;22/7/2023;144;0;0;1;15;2;1;5;0
630;65;1;64898;0;Rarely;4;Italian;0;Breakfast;8;0;Business;0;22/7/2023;84;1;0;0;5;4;3;2;0
631;65;1;39551;0;Rarely;4;Italian;2;Dinner;3;2;Celebration;1;22/7/2023;71;1;0;0;27;2;5;1;0
632;51;0;89947;2;Weekly;2;Chinese;2;Dinner;6;2;Celebration;0;22/7/2023;189;1;1;0;7;5;5;5;1
633;40;0;25034;1;Monthly;3;Mexican;0;Breakfast;6;2;Celebration;1;22/7/2023;151;1;0;0;6;3;2;3;0
634;64;1;106131;1;Monthly;1;Indian;2;Dinner;6;1;Casual;1;22/7/2023;184;0;0;0;20;1;3;4;0
635;54;1;64136;1;Monthly;0;American;0;Breakfast;9;0;Business;1;22/7/2023;117;1;0;0;16;1;3;2;0
636;52;1;36483;3;Daily;2;Chinese;1;Lunch;8;1;Casual;1;23/7/2023;59;1;0;0;20;2;5;1;0
637;24;0;71235;2;Weekly;2;Chinese;2;Dinner;1;1;Casual;0;23/7/2023;100;0;0;1;35;3;2;5;0
638;53;1;58484;1;Monthly;1;Indian;1;Lunch;4;0;Business;1;23/7/2023;185;1;0;0;28;5;2;1;0
639;63;0;144991;0;Rarely;0;American;0;Breakfast;3;2;Celebration;0;23/7/2023;13;1;0;0;32;5;5;3;0
640;69;1;39636;3;Daily;0;American;0;Breakfast;8;1;Casual;0;23/7/2023;129;0;1;0;31;4;2;4;0
